Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,96,0
01:00 - 02:00,22,0
02:00 - 03:00,0,61
03:00 - 04:00,0,65
04:00 - 05:00,0,57
05:00 - 06:00,0,76
06:00 - 07:00,0,189
07:00 - 08:00,0,41
08:00 - 09:00,106,0
09:00 - 10:00,0,33
10:00 - 11:00,0,35
11:00 - 12:00,0,170
12:00 - 13:00,0,228
13:00 - 14:00,0,99
14:00 - 15:00,0,118
15:00 - 16:00,0,221
16:00 - 17:00,0,350
17:00 - 18:00,0,388
18:00 - 19:00,0,367
19:00 - 20:00,0,418
20:00 - 21:00,0,243
21:00 - 22:00,0,288
22:00 - 23:00,0,269
23:00 - 00:00,0,146
