Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,228,0
01:00 - 02:00,338,0
02:00 - 03:00,387,0
03:00 - 04:00,384,0
04:00 - 05:00,388,0
05:00 - 06:00,393,0
06:00 - 07:00,481,0
07:00 - 08:00,419,0
08:00 - 09:00,434,0
09:00 - 10:00,322,0
10:00 - 11:00,275,0
11:00 - 12:00,211,0
12:00 - 13:00,244,0
13:00 - 14:00,267,0
14:00 - 15:00,366,0
15:00 - 16:00,357,0
16:00 - 17:00,503,0
17:00 - 18:00,507,0
18:00 - 19:00,568,0
19:00 - 20:00,559,0
20:00 - 21:00,311,0
21:00 - 22:00,319,0
22:00 - 23:00,319,0
23:00 - 00:00,397,0
