Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,125
01:00 - 02:00,0,266
02:00 - 03:00,0,435
03:00 - 04:00,0,547
04:00 - 05:00,0,550
05:00 - 06:00,0,439
06:00 - 07:00,0,441
07:00 - 08:00,0,422
08:00 - 09:00,0,126
09:00 - 10:00,0,0
10:00 - 11:00,0,0
11:00 - 12:00,0,0
12:00 - 13:00,0,0
13:00 - 14:00,0,0
14:00 - 15:00,0,0
15:00 - 16:00,0,0
16:00 - 17:00,0,0
17:00 - 18:00,0,59
18:00 - 19:00,0,221
19:00 - 20:00,0,13
20:00 - 21:00,75,0
21:00 - 22:00,58,0
22:00 - 23:00,36,0
23:00 - 00:00,0,38
