Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,504,0
01:00 - 02:00,320,0
02:00 - 03:00,358,0
03:00 - 04:00,409,0
04:00 - 05:00,471,0
05:00 - 06:00,454,0
06:00 - 07:00,419,0
07:00 - 08:00,500,0
08:00 - 09:00,281,0
09:00 - 10:00,376,0
10:00 - 11:00,311,0
11:00 - 12:00,355,0
12:00 - 13:00,329,0
13:00 - 14:00,409,0
14:00 - 15:00,379,0
15:00 - 16:00,482,0
16:00 - 17:00,516,0
17:00 - 18:00,734,0
18:00 - 19:00,721,0
19:00 - 20:00,902,0
20:00 - 21:00,841,0
21:00 - 22:00,711,0
22:00 - 23:00,616,0
23:00 - 00:00,521,0
