Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,315
01:00 - 02:00,0,336
02:00 - 03:00,0,321
03:00 - 04:00,0,313
04:00 - 05:00,0,305
05:00 - 06:00,0,309
06:00 - 07:00,0,317
07:00 - 08:00,0,326
08:00 - 09:00,0,253
09:00 - 10:00,0,180
10:00 - 11:00,0,243
11:00 - 12:00,0,167
12:00 - 13:00,0,245
13:00 - 14:00,0,359
14:00 - 15:00,0,378
15:00 - 16:00,0,389
16:00 - 17:00,0,422
17:00 - 18:00,0,427
18:00 - 19:00,0,356
19:00 - 20:00,0,282
20:00 - 21:00,0,237
21:00 - 22:00,0,416
22:00 - 23:00,0,248
23:00 - 00:00,0,301
