Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,324,0
01:00 - 02:00,352,0
02:00 - 03:00,442,0
03:00 - 04:00,439,0
04:00 - 05:00,500,0
05:00 - 06:00,513,0
06:00 - 07:00,516,0
07:00 - 08:00,537,0
08:00 - 09:00,503,0
09:00 - 10:00,393,0
10:00 - 11:00,554,0
11:00 - 12:00,551,0
12:00 - 13:00,621,0
13:00 - 14:00,628,0
14:00 - 15:00,678,0
15:00 - 16:00,722,0
16:00 - 17:00,758,0
17:00 - 18:00,727,0
18:00 - 19:00,738,0
19:00 - 20:00,686,0
20:00 - 21:00,574,0
21:00 - 22:00,586,0
22:00 - 23:00,441,0
23:00 - 00:00,396,0
