Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,0,12
00:15 - 00:30,0,12
00:30 - 00:45,0,4
00:45 - 01:00,0,3
01:00 - 01:15,0,35
01:15 - 01:30,0,40
01:30 - 01:45,0,39
01:45 - 02:00,0,36
02:00 - 02:15,0,57
02:15 - 02:30,0,60
02:30 - 02:45,0,56
02:45 - 03:00,0,54
03:00 - 03:15,0,83
03:15 - 03:30,0,85
03:30 - 03:45,0,82
03:45 - 04:00,0,79
04:00 - 04:15,0,85
04:15 - 04:30,0,82
04:30 - 04:45,0,89
04:45 - 05:00,0,90
05:00 - 05:15,0,86
05:15 - 05:30,0,82
05:30 - 05:45,0,81
05:45 - 06:00,0,87
06:00 - 06:15,0,85
06:15 - 06:30,0,84
06:30 - 06:45,0,86
06:45 - 07:00,0,82
07:00 - 07:15,0,56
07:15 - 07:30,0,42
07:30 - 07:45,0,41
07:45 - 08:00,0,41
08:00 - 08:15,0,36
08:15 - 08:30,0,40
08:30 - 08:45,0,38
08:45 - 09:00,0,32
09:00 - 09:15,0,32
09:15 - 09:30,0,28
09:30 - 09:45,0,21
09:45 - 10:00,0,16
10:00 - 10:15,0,37
10:15 - 10:30,0,45
10:30 - 10:45,0,47
10:45 - 11:00,0,40
11:00 - 11:15,0,55
11:15 - 11:30,0,54
11:30 - 11:45,0,44
11:45 - 12:00,0,47
12:00 - 12:15,0,56
12:15 - 12:30,0,63
12:30 - 12:45,0,56
12:45 - 13:00,0,56
13:00 - 13:15,0,51
13:15 - 13:30,0,48
13:30 - 13:45,0,46
13:45 - 14:00,0,61
14:00 - 14:15,0,66
14:15 - 14:30,0,72
14:30 - 14:45,0,72
14:45 - 15:00,0,66
15:00 - 15:15,0,60
15:15 - 15:30,0,71
15:30 - 15:45,0,81
15:45 - 16:00,0,88
16:00 - 16:15,0,82
16:15 - 16:30,0,88
16:30 - 16:45,0,84
16:45 - 17:00,0,97
17:00 - 17:15,0,104
17:15 - 17:30,0,111
17:30 - 17:45,0,120
17:45 - 18:00,0,125
18:00 - 18:15,0,112
18:15 - 18:30,0,107
18:30 - 18:45,0,107
18:45 - 19:00,0,105
19:00 - 19:15,0,85
19:15 - 19:30,0,81
19:30 - 19:45,0,86
19:45 - 20:00,0,81
20:00 - 20:15,0,80
20:15 - 20:30,0,90
20:30 - 20:45,0,82
20:45 - 21:00,0,82
21:00 - 21:15,0,76
21:15 - 21:30,0,87
21:30 - 21:45,0,86
21:45 - 22:00,0,91
22:00 - 22:15,0,85
22:15 - 22:30,0,70
22:30 - 22:45,0,61
22:45 - 23:00,0,59
23:00 - 23:15,0,67
23:15 - 23:30,0,57
23:30 - 23:45,0,47
23:45 - 00:00,0,61
