Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,72
01:00 - 02:00,0,135
02:00 - 03:00,0,229
03:00 - 04:00,0,302
04:00 - 05:00,0,337
05:00 - 06:00,0,322
06:00 - 07:00,0,377
07:00 - 08:00,0,205
08:00 - 09:00,0,126
09:00 - 10:00,0,14
10:00 - 11:00,19,0
11:00 - 12:00,0,2
12:00 - 13:00,0,21
13:00 - 14:00,0,150
14:00 - 15:00,0,195
15:00 - 16:00,0,253
16:00 - 17:00,0,250
17:00 - 18:00,0,150
18:00 - 19:00,0,106
19:00 - 20:00,0,98
20:00 - 21:00,0,147
21:00 - 22:00,0,146
22:00 - 23:00,0,114
23:00 - 00:00,0,119
