Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,228
01:00 - 02:00,0,294
02:00 - 03:00,0,302
03:00 - 04:00,0,298
04:00 - 05:00,0,292
05:00 - 06:00,0,257
06:00 - 07:00,0,286
07:00 - 08:00,0,349
08:00 - 09:00,0,223
09:00 - 10:00,0,133
10:00 - 11:00,0,120
11:00 - 12:00,0,143
12:00 - 13:00,0,274
13:00 - 14:00,0,330
14:00 - 15:00,0,336
15:00 - 16:00,0,326
16:00 - 17:00,0,312
17:00 - 18:00,0,318
18:00 - 19:00,0,274
19:00 - 20:00,0,351
20:00 - 21:00,0,306
21:00 - 22:00,0,242
22:00 - 23:00,0,188
23:00 - 00:00,0,121
