Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,342,0
01:00 - 02:00,430,0
02:00 - 03:00,516,0
03:00 - 04:00,521,0
04:00 - 05:00,536,0
05:00 - 06:00,565,0
06:00 - 07:00,565,0
07:00 - 08:00,540,0
08:00 - 09:00,468,0
09:00 - 10:00,447,0
10:00 - 11:00,406,0
11:00 - 12:00,400,0
12:00 - 13:00,474,0
13:00 - 14:00,526,0
14:00 - 15:00,537,0
15:00 - 16:00,559,0
16:00 - 17:00,567,0
17:00 - 18:00,507,0
18:00 - 19:00,493,0
19:00 - 20:00,394,0
20:00 - 21:00,401,0
21:00 - 22:00,379,0
22:00 - 23:00,346,0
23:00 - 00:00,209,0
