Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,0,70
00:15 - 00:30,0,69
00:30 - 00:45,0,58
00:45 - 01:00,0,61
01:00 - 01:15,0,78
01:15 - 01:30,0,81
01:30 - 01:45,0,71
01:45 - 02:00,0,78
02:00 - 02:15,0,86
02:15 - 02:30,0,94
02:30 - 02:45,0,88
02:45 - 03:00,0,88
03:00 - 03:15,0,91
03:15 - 03:30,0,95
03:30 - 03:45,0,93
03:45 - 04:00,0,92
04:00 - 04:15,0,97
04:15 - 04:30,0,94
04:30 - 04:45,0,90
04:45 - 05:00,0,87
05:00 - 05:15,0,87
05:15 - 05:30,0,86
05:30 - 05:45,0,84
05:45 - 06:00,0,75
06:00 - 06:15,0,62
06:15 - 06:30,0,73
06:30 - 06:45,0,74
06:45 - 07:00,0,71
07:00 - 07:15,0,65
07:15 - 07:30,0,64
07:30 - 07:45,0,63
07:45 - 08:00,0,56
08:00 - 08:15,0,63
08:15 - 08:30,0,57
08:30 - 08:45,0,55
08:45 - 09:00,0,51
09:00 - 09:15,0,58
09:15 - 09:30,0,63
09:30 - 09:45,0,57
09:45 - 10:00,0,77
10:00 - 10:15,0,57
10:15 - 10:30,0,45
10:30 - 10:45,0,33
10:45 - 11:00,0,28
11:00 - 11:15,0,38
11:15 - 11:30,0,51
11:30 - 11:45,0,41
11:45 - 12:00,0,50
12:00 - 12:15,0,62
12:15 - 12:30,0,64
12:30 - 12:45,0,64
12:45 - 13:00,0,53
13:00 - 13:15,0,63
13:15 - 13:30,0,67
13:30 - 13:45,0,66
13:45 - 14:00,0,65
14:00 - 14:15,0,77
14:15 - 14:30,0,67
14:30 - 14:45,0,61
14:45 - 15:00,0,61
15:00 - 15:15,0,65
15:15 - 15:30,0,59
15:30 - 15:45,0,66
15:45 - 16:00,0,64
16:00 - 16:15,0,60
16:15 - 16:30,0,69
16:30 - 16:45,0,78
16:45 - 17:00,0,81
17:00 - 17:15,0,71
17:15 - 17:30,0,88
17:30 - 17:45,0,81
17:45 - 18:00,0,88
18:00 - 18:15,0,79
18:15 - 18:30,0,82
18:30 - 18:45,0,77
18:45 - 19:00,0,80
19:00 - 19:15,0,70
19:15 - 19:30,0,67
19:30 - 19:45,0,69
19:45 - 20:00,0,69
20:00 - 20:15,0,80
20:15 - 20:30,0,81
20:30 - 20:45,0,76
20:45 - 21:00,0,73
21:00 - 21:15,0,68
21:15 - 21:30,0,76
21:30 - 21:45,0,71
21:45 - 22:00,0,68
22:00 - 22:15,0,67
22:15 - 22:30,0,56
22:30 - 22:45,0,54
22:45 - 23:00,0,44
23:00 - 23:15,0,15
23:15 - 23:30,0,5
23:30 - 23:45,1,0
23:45 - 00:00,0,4
