Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,107
01:00 - 02:00,0,155
02:00 - 03:00,0,170
03:00 - 04:00,0,173
04:00 - 05:00,0,207
05:00 - 06:00,0,226
06:00 - 07:00,0,343
07:00 - 08:00,0,315
08:00 - 09:00,0,186
09:00 - 10:00,0,197
10:00 - 11:00,0,124
11:00 - 12:00,0,83
12:00 - 13:00,0,35
13:00 - 14:00,0,64
14:00 - 15:00,0,101
15:00 - 16:00,0,249
16:00 - 17:00,0,354
17:00 - 18:00,0,214
18:00 - 19:00,0,100
19:00 - 20:00,0,160
20:00 - 21:00,0,174
21:00 - 22:00,0,200
22:00 - 23:00,0,120
23:00 - 00:00,0,99
