Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,254,0
01:00 - 02:00,281,0
02:00 - 03:00,222,0
03:00 - 04:00,186,0
04:00 - 05:00,182,0
05:00 - 06:00,222,0
06:00 - 07:00,410,0
07:00 - 08:00,379,0
08:00 - 09:00,106,0
09:00 - 10:00,32,0
10:00 - 11:00,2,0
11:00 - 12:00,86,0
12:00 - 13:00,141,0
13:00 - 14:00,323,0
14:00 - 15:00,415,0
15:00 - 16:00,418,0
16:00 - 17:00,345,0
17:00 - 18:00,543,0
18:00 - 19:00,553,0
19:00 - 20:00,517,0
20:00 - 21:00,451,0
21:00 - 22:00,371,0
22:00 - 23:00,405,0
23:00 - 00:00,316,0
