Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,182
01:00 - 02:00,0,273
02:00 - 03:00,0,259
03:00 - 04:00,0,229
04:00 - 05:00,0,233
05:00 - 06:00,0,279
06:00 - 07:00,0,392
07:00 - 08:00,0,20
08:00 - 09:00,99,0
09:00 - 10:00,206,0
10:00 - 11:00,321,0
11:00 - 12:00,375,0
12:00 - 13:00,338,0
13:00 - 14:00,316,0
14:00 - 15:00,287,0
15:00 - 16:00,173,0
16:00 - 17:00,59,0
17:00 - 18:00,39,0
18:00 - 19:00,81,0
19:00 - 20:00,85,0
20:00 - 21:00,0,39
21:00 - 22:00,0,65
22:00 - 23:00,0,55
23:00 - 00:00,0,124
