Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,217
01:00 - 02:00,0,182
02:00 - 03:00,0,198
03:00 - 04:00,0,163
04:00 - 05:00,0,153
05:00 - 06:00,0,181
06:00 - 07:00,0,178
07:00 - 08:00,1,0
08:00 - 09:00,0,0
09:00 - 10:00,0,129
10:00 - 11:00,0,98
11:00 - 12:00,0,237
12:00 - 13:00,0,292
13:00 - 14:00,0,319
14:00 - 15:00,0,331
15:00 - 16:00,0,344
16:00 - 17:00,0,343
17:00 - 18:00,0,355
18:00 - 19:00,0,227
19:00 - 20:00,0,250
20:00 - 21:00,0,197
21:00 - 22:00,0,189
22:00 - 23:00,0,166
23:00 - 00:00,0,156
