Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,93,0
01:00 - 02:00,92,0
02:00 - 03:00,83,0
03:00 - 04:00,70,0
04:00 - 05:00,68,0
05:00 - 06:00,48,0
06:00 - 07:00,21,0
07:00 - 08:00,0,46
08:00 - 09:00,0,13
09:00 - 10:00,158,0
10:00 - 11:00,270,0
11:00 - 12:00,367,0
12:00 - 13:00,445,0
13:00 - 14:00,511,0
14:00 - 15:00,484,0
15:00 - 16:00,487,0
16:00 - 17:00,461,0
17:00 - 18:00,424,0
18:00 - 19:00,370,0
19:00 - 20:00,329,0
20:00 - 21:00,154,0
21:00 - 22:00,134,0
22:00 - 23:00,238,0
23:00 - 00:00,278,0
