Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,278,0
01:00 - 02:00,308,0
02:00 - 03:00,334,0
03:00 - 04:00,372,0
04:00 - 05:00,365,0
05:00 - 06:00,365,0
06:00 - 07:00,355,0
07:00 - 08:00,273,0
08:00 - 09:00,328,0
09:00 - 10:00,432,0
10:00 - 11:00,470,0
11:00 - 12:00,474,0
12:00 - 13:00,499,0
13:00 - 14:00,476,0
14:00 - 15:00,533,0
15:00 - 16:00,573,0
16:00 - 17:00,634,0
17:00 - 18:00,636,0
18:00 - 19:00,552,0
19:00 - 20:00,488,0
20:00 - 21:00,391,0
21:00 - 22:00,309,0
22:00 - 23:00,331,0
23:00 - 00:00,392,0
