Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,241
01:00 - 02:00,0,233
02:00 - 03:00,0,266
03:00 - 04:00,0,266
04:00 - 05:00,0,296
05:00 - 06:00,0,308
06:00 - 07:00,0,289
07:00 - 08:00,0,292
08:00 - 09:00,0,280
09:00 - 10:00,0,313
10:00 - 11:00,0,274
11:00 - 12:00,0,346
12:00 - 13:00,0,336
13:00 - 14:00,0,328
14:00 - 15:00,0,320
15:00 - 16:00,0,359
16:00 - 17:00,0,295
17:00 - 18:00,0,375
18:00 - 19:00,0,260
19:00 - 20:00,0,213
20:00 - 21:00,0,153
21:00 - 22:00,17,0
22:00 - 23:00,0,8
23:00 - 00:00,3,0
