Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,765,0
01:00 - 02:00,781,0
02:00 - 03:00,823,0
03:00 - 04:00,831,0
04:00 - 05:00,876,0
05:00 - 06:00,874,0
06:00 - 07:00,830,0
07:00 - 08:00,738,0
08:00 - 09:00,708,0
09:00 - 10:00,710,0
10:00 - 11:00,613,0
11:00 - 12:00,624,0
12:00 - 13:00,600,0
13:00 - 14:00,577,0
14:00 - 15:00,518,0
15:00 - 16:00,485,0
16:00 - 17:00,500,0
17:00 - 18:00,641,0
18:00 - 19:00,632,0
19:00 - 20:00,572,0
20:00 - 21:00,483,0
21:00 - 22:00,283,0
22:00 - 23:00,278,0
23:00 - 00:00,267,0
