Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,486,0
01:00 - 02:00,583,0
02:00 - 03:00,616,0
03:00 - 04:00,589,0
04:00 - 05:00,661,0
05:00 - 06:00,651,0
06:00 - 07:00,628,0
07:00 - 08:00,522,0
08:00 - 09:00,609,0
09:00 - 10:00,591,0
10:00 - 11:00,593,0
11:00 - 12:00,916,0
12:00 - 13:00,1007,0
13:00 - 14:00,1011,0
14:00 - 15:00,962,0
15:00 - 16:00,961,0
16:00 - 17:00,779,0
17:00 - 18:00,746,0
18:00 - 19:00,713,0
19:00 - 20:00,566,0
20:00 - 21:00,551,0
21:00 - 22:00,483,0
22:00 - 23:00,419,0
23:00 - 00:00,428,0
