Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,312.0,0.0
01:00 - 02:00,324.0,0.0
02:00 - 03:00,334.0,0.0
03:00 - 04:00,307.0,0.0
04:00 - 05:00,319.0,0.0
05:00 - 06:00,299.0,0.0
06:00 - 07:00,298.0,0.0
07:00 - 08:00,207.0,0.0
08:00 - 09:00,167.0,0.0
09:00 - 10:00,109.0,0.0
10:00 - 11:00,63.0,0.0
11:00 - 12:00,150.0,0.0
12:00 - 13:00,157.0,0.0
13:00 - 14:00,170.0,0.0
14:00 - 15:00,135.0,0.0
15:00 - 16:00,162.0,0.0
16:00 - 17:00,190.0,0.0
17:00 - 18:00,315.0,0.0
18:00 - 19:00,416.0,0.0
19:00 - 20:00,,
20:00 - 21:00,577.0,0.0
21:00 - 22:00,608.0,0.0
22:00 - 23:00,543.0,0.0
23:00 - 00:00,581.0,0.0
