Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,263
01:00 - 02:00,0,304
02:00 - 03:00,0,305
03:00 - 04:00,0,289
04:00 - 05:00,0,262
05:00 - 06:00,0,247
06:00 - 07:00,0,266
07:00 - 08:00,0,146
08:00 - 09:00,0,118
09:00 - 10:00,0,159
10:00 - 11:00,0,155
11:00 - 12:00,0,122
12:00 - 13:00,0,167
13:00 - 14:00,0,196
14:00 - 15:00,0,125
15:00 - 16:00,0,104
16:00 - 17:00,0,82
17:00 - 18:00,0,123
18:00 - 19:00,0,132
19:00 - 20:00,0,169
20:00 - 21:00,0,143
21:00 - 22:00,0,158
22:00 - 23:00,0,126
23:00 - 00:00,0,193
