Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,362,0
01:00 - 02:00,436,0
02:00 - 03:00,403,0
03:00 - 04:00,455,0
04:00 - 05:00,477,0
05:00 - 06:00,470,0
06:00 - 07:00,500,0
07:00 - 08:00,425,0
08:00 - 09:00,513,0
09:00 - 10:00,674,0
10:00 - 11:00,735,0
11:00 - 12:00,751,0
12:00 - 13:00,739,0
13:00 - 14:00,698,0
14:00 - 15:00,710,0
15:00 - 16:00,715,0
16:00 - 17:00,702,0
17:00 - 18:00,674,0
18:00 - 19:00,583,0
19:00 - 20:00,444,0
20:00 - 21:00,367,0
21:00 - 22:00,317,0
22:00 - 23:00,303,0
23:00 - 00:00,328,0
