Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,318,0
01:00 - 02:00,315,0
02:00 - 03:00,319,0
03:00 - 04:00,309,0
04:00 - 05:00,360,0
05:00 - 06:00,344,0
06:00 - 07:00,377,0
07:00 - 08:00,435,0
08:00 - 09:00,184,0
09:00 - 10:00,51,0
10:00 - 11:00,0,4
11:00 - 12:00,0,131
12:00 - 13:00,0,80
13:00 - 14:00,10,0
14:00 - 15:00,60,0
15:00 - 16:00,158,0
16:00 - 17:00,282,0
17:00 - 18:00,452,0
18:00 - 19:00,630,0
19:00 - 20:00,575,0
20:00 - 21:00,564,0
21:00 - 22:00,540,0
22:00 - 23:00,503,0
23:00 - 00:00,341,0
