Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,0,341
01:00 - 02:00,0,253
02:00 - 03:00,0,187
03:00 - 04:00,0,164
04:00 - 05:00,0,86
05:00 - 06:00,0,92
06:00 - 07:00,0,35
07:00 - 08:00,0,54
08:00 - 09:00,0,200
09:00 - 10:00,0,124
10:00 - 11:00,0,81
11:00 - 12:00,0,14
12:00 - 13:00,0,1
13:00 - 14:00,12,0
14:00 - 15:00,32,0
15:00 - 16:00,104,0
16:00 - 17:00,220,0
17:00 - 18:00,241,0
18:00 - 19:00,194,0
19:00 - 20:00,79,0
20:00 - 21:00,0,3
21:00 - 22:00,0,122
22:00 - 23:00,0,167
23:00 - 00:00,0,222
