Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,876,0
01:00 - 02:00,844,0
02:00 - 03:00,813,0
03:00 - 04:00,811,0
04:00 - 05:00,760,0
05:00 - 06:00,769,0
06:00 - 07:00,755,0
07:00 - 08:00,655,0
08:00 - 09:00,590,0
09:00 - 10:00,612,0
10:00 - 11:00,616,0
11:00 - 12:00,606,0
12:00 - 13:00,561,0
13:00 - 14:00,570,0
14:00 - 15:00,584,0
15:00 - 16:00,572,0
16:00 - 17:00,618,0
17:00 - 18:00,774,0
18:00 - 19:00,770,0
19:00 - 20:00,705,0
20:00 - 21:00,533,0
21:00 - 22:00,595,0
22:00 - 23:00,470,0
23:00 - 00:00,326,0
