Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,151,0
01:00 - 02:00,157,0
02:00 - 03:00,212,0
03:00 - 04:00,265,0
04:00 - 05:00,223,0
05:00 - 06:00,323,0
06:00 - 07:00,293,0
07:00 - 08:00,178,0
08:00 - 09:00,129,0
09:00 - 10:00,84,0
10:00 - 11:00,55,0
11:00 - 12:00,126,0
12:00 - 13:00,112,0
13:00 - 14:00,188,0
14:00 - 15:00,124,0
15:00 - 16:00,169,0
16:00 - 17:00,273,0
17:00 - 18:00,508,0
18:00 - 19:00,421,0
19:00 - 20:00,69,0
20:00 - 21:00,93,0
21:00 - 22:00,113,0
22:00 - 23:00,94,0
23:00 - 00:00,0,19
