Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,354,0
01:00 - 02:00,380,0
02:00 - 03:00,400,0
03:00 - 04:00,418,0
04:00 - 05:00,442,0
05:00 - 06:00,454,0
06:00 - 07:00,361,0
07:00 - 08:00,226,0
08:00 - 09:00,155,0
09:00 - 10:00,54,0
10:00 - 11:00,67,0
11:00 - 12:00,118,0
12:00 - 13:00,118,0
13:00 - 14:00,206,0
14:00 - 15:00,275,0
15:00 - 16:00,349,0
16:00 - 17:00,401,0
17:00 - 18:00,465,0
18:00 - 19:00,535,0
19:00 - 20:00,445,0
20:00 - 21:00,496,0
21:00 - 22:00,447,0
22:00 - 23:00,441,0
23:00 - 00:00,332,0
