Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,0,75
00:15 - 00:30,0,68
00:30 - 00:45,0,63
00:45 - 01:00,0,57
01:00 - 01:15,0,93
01:15 - 01:30,0,109
01:30 - 01:45,0,99
01:45 - 02:00,0,101
02:00 - 02:15,0,120
02:15 - 02:30,0,123
02:30 - 02:45,0,119
02:45 - 03:00,0,118
03:00 - 03:15,0,127
03:15 - 03:30,0,134
03:30 - 03:45,0,127
03:45 - 04:00,0,137
04:00 - 04:15,0,133
04:15 - 04:30,0,120
04:30 - 04:45,0,120
04:45 - 05:00,0,124
05:00 - 05:15,0,104
05:15 - 05:30,0,107
05:30 - 05:45,0,112
05:45 - 06:00,0,110
06:00 - 06:15,0,105
06:15 - 06:30,0,96
06:30 - 06:45,0,97
06:45 - 07:00,0,91
07:00 - 07:15,0,62
07:15 - 07:30,0,60
07:30 - 07:45,0,56
07:45 - 08:00,0,55
08:00 - 08:15,0,58
08:15 - 08:30,0,67
08:30 - 08:45,0,68
08:45 - 09:00,0,75
09:00 - 09:15,0,96
09:15 - 09:30,0,95
09:30 - 09:45,0,94
09:45 - 10:00,0,89
10:00 - 10:15,0,100
10:15 - 10:30,0,98
10:30 - 10:45,0,101
10:45 - 11:00,0,99
11:00 - 11:15,0,108
11:15 - 11:30,0,98
11:30 - 11:45,0,102
11:45 - 12:00,0,99
12:00 - 12:15,0,97
12:15 - 12:30,0,95
12:30 - 12:45,0,97
12:45 - 13:00,0,107
13:00 - 13:15,0,99
13:15 - 13:30,0,98
13:30 - 13:45,0,87
13:45 - 14:00,0,89
14:00 - 14:15,0,87
14:15 - 14:30,0,98
14:30 - 14:45,0,94
14:45 - 15:00,0,89
15:00 - 15:15,0,87
15:15 - 15:30,0,85
15:30 - 15:45,0,89
15:45 - 16:00,0,96
16:00 - 16:15,0,87
16:15 - 16:30,0,90
16:30 - 16:45,0,96
16:45 - 17:00,0,89
17:00 - 17:15,0,103
17:15 - 17:30,0,109
17:30 - 17:45,0,114
17:45 - 18:00,0,118
18:00 - 18:15,0,110
18:15 - 18:30,0,111
18:30 - 18:45,0,118
18:45 - 19:00,0,117
19:00 - 19:15,0,88
19:15 - 19:30,0,84
19:30 - 19:45,0,89
19:45 - 20:00,0,87
20:00 - 20:15,0,47
20:15 - 20:30,0,26
20:30 - 20:45,0,15
20:45 - 21:00,0,24
21:00 - 21:15,4,0
21:15 - 21:30,0,2
21:30 - 21:45,0,4
21:45 - 22:00,0,2
22:00 - 22:15,0,28
22:15 - 22:30,0,30
22:30 - 22:45,0,31
22:45 - 23:00,0,29
23:00 - 23:15,0,29
23:15 - 23:30,0,24
23:30 - 23:45,0,22
23:45 - 00:00,0,20
