Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0.0,94.0
01:00 - 02:00,0.0,169.0
02:00 - 03:00,0.0,207.0
03:00 - 04:00,0.0,240.0
04:00 - 05:00,0.0,223.0
05:00 - 06:00,0.0,277.0
06:00 - 07:00,0.0,269.0
07:00 - 08:00,0.0,74.0
08:00 - 09:00,0.0,98.0
09:00 - 10:00,0.0,273.0
10:00 - 11:00,0.0,377.0
11:00 - 12:00,0.0,367.0
12:00 - 13:00,,
13:00 - 14:00,,
14:00 - 15:00,0.0,150.0
15:00 - 16:00,0.0,122.0
16:00 - 17:00,0.0,119.0
17:00 - 18:00,0.0,110.0
18:00 - 19:00,0.0,140.0
19:00 - 20:00,0.0,137.0
20:00 - 21:00,0.0,60.0
21:00 - 22:00,0.0,3.0
22:00 - 23:00,32.0,0.0
23:00 - 00:00,0.0,13.0
