Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,192,0
01:00 - 02:00,236,0
02:00 - 03:00,243,0
03:00 - 04:00,263,0
04:00 - 05:00,281,0
05:00 - 06:00,325,0
06:00 - 07:00,334,0
07:00 - 08:00,399,0
08:00 - 09:00,466,0
09:00 - 10:00,525,0
10:00 - 11:00,465,0
11:00 - 12:00,526,0
12:00 - 13:00,538,0
13:00 - 14:00,688,0
14:00 - 15:00,671,0
15:00 - 16:00,821,0
16:00 - 17:00,789,0
17:00 - 18:00,657,0
18:00 - 19:00,562,0
19:00 - 20:00,385,0
20:00 - 21:00,272,0
21:00 - 22:00,199,0
22:00 - 23:00,193,0
23:00 - 00:00,209,0
