Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,64,0
01:00 - 02:00,41,0
02:00 - 03:00,90,0
03:00 - 04:00,123,0
04:00 - 05:00,137,0
05:00 - 06:00,96,0
06:00 - 07:00,146,0
07:00 - 08:00,123,0
08:00 - 09:00,0,0
09:00 - 10:00,21,0
10:00 - 11:00,48,0
11:00 - 12:00,116,0
12:00 - 13:00,210,0
13:00 - 14:00,193,0
14:00 - 15:00,234,0
15:00 - 16:00,148,0
16:00 - 17:00,86,0
17:00 - 18:00,49,0
18:00 - 19:00,129,0
19:00 - 20:00,93,0
20:00 - 21:00,73,0
21:00 - 22:00,117,0
22:00 - 23:00,71,0
23:00 - 00:00,42,0
