Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,267,0
00:15 - 00:30,208,0
00:30 - 00:45,153,0
00:45 - 01:00,183,0
01:00 - 01:15,264,0
01:15 - 01:30,285,0
01:30 - 01:45,251,0
01:45 - 02:00,215,0
02:00 - 02:15,263,0
02:15 - 02:30,267,0
02:30 - 02:45,262,0
02:45 - 03:00,281,0
03:00 - 03:15,240,0
03:15 - 03:30,222,0
03:30 - 03:45,208,0
03:45 - 04:00,209,0
04:00 - 04:15,227,0
04:15 - 04:30,245,0
04:30 - 04:45,192,0
04:45 - 05:00,178,0
05:00 - 05:15,214,0
05:15 - 05:30,238,0
05:30 - 05:45,213,0
05:45 - 06:00,208,0
06:00 - 06:15,251,0
06:15 - 06:30,229,0
06:30 - 06:45,238,0
06:45 - 07:00,183,0
07:00 - 07:15,186,0
07:15 - 07:30,156,0
07:30 - 07:45,165,0
07:45 - 08:00,162,0
08:00 - 08:15,262,0
08:15 - 08:30,184,0
08:30 - 08:45,227,0
08:45 - 09:00,291,0
09:00 - 09:15,330,0
09:15 - 09:30,383,0
09:30 - 09:45,331,0
09:45 - 10:00,222,0
10:00 - 10:15,357,0
10:15 - 10:30,312,0
10:30 - 10:45,356,0
10:45 - 11:00,317,0
11:00 - 11:15,326,0
11:15 - 11:30,347,0
11:30 - 11:45,331,0
11:45 - 12:00,211,0
12:00 - 12:15,240,0
12:15 - 12:30,391,0
12:30 - 12:45,392,0
12:45 - 13:00,356,0
13:00 - 13:15,371,0
13:15 - 13:30,370,0
13:30 - 13:45,352,0
13:45 - 14:00,373,0
14:00 - 14:15,338,0
14:15 - 14:30,350,0
14:30 - 14:45,353,0
14:45 - 15:00,405,0
15:00 - 15:15,339,0
15:15 - 15:30,400,0
15:30 - 15:45,346,0
15:45 - 16:00,304,0
16:00 - 16:15,376,0
16:15 - 16:30,278,0
16:30 - 16:45,273,0
16:45 - 17:00,259,0
17:00 - 17:15,323,0
17:15 - 17:30,418,0
17:30 - 17:45,422,0
17:45 - 18:00,270,0
18:00 - 18:15,263,0
18:15 - 18:30,227,0
18:30 - 18:45,212,0
18:45 - 19:00,244,0
19:00 - 19:15,238,0
19:15 - 19:30,203,0
19:30 - 19:45,188,0
19:45 - 20:00,213,0
20:00 - 20:15,219,0
20:15 - 20:30,209,0
20:30 - 20:45,164,0
20:45 - 21:00,169,0
21:00 - 21:15,238,0
21:15 - 21:30,198,0
21:30 - 21:45,196,0
21:45 - 22:00,145,0
22:00 - 22:15,161,0
22:15 - 22:30,123,0
22:30 - 22:45,111,0
22:45 - 23:00,134,0
23:00 - 23:15,93,0
23:15 - 23:30,82,0
23:30 - 23:45,94,0
23:45 - 00:00,70,0
