Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,625,0
01:00 - 02:00,534,0
02:00 - 03:00,479,0
03:00 - 04:00,446,0
04:00 - 05:00,446,0
05:00 - 06:00,488,0
06:00 - 07:00,551,0
07:00 - 08:00,358,0
08:00 - 09:00,225,0
09:00 - 10:00,160,0
10:00 - 11:00,172,0
11:00 - 12:00,165,0
12:00 - 13:00,105,0
13:00 - 14:00,255,0
14:00 - 15:00,308,0
15:00 - 16:00,422,0
16:00 - 17:00,416,0
17:00 - 18:00,537,0
18:00 - 19:00,567,0
19:00 - 20:00,595,0
20:00 - 21:00,605,0
21:00 - 22:00,599,0
22:00 - 23:00,566,0
23:00 - 00:00,540,0
