Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,321,0
01:00 - 02:00,268,0
02:00 - 03:00,177,0
03:00 - 04:00,147,0
04:00 - 05:00,152,0
05:00 - 06:00,223,0
06:00 - 07:00,330,0
07:00 - 08:00,329,0
08:00 - 09:00,298,0
09:00 - 10:00,269,0
10:00 - 11:00,261,0
11:00 - 12:00,309,0
12:00 - 13:00,263,0
13:00 - 14:00,339,0
14:00 - 15:00,386,0
15:00 - 16:00,488,0
16:00 - 17:00,468,0
17:00 - 18:00,533,0
18:00 - 19:00,717,0
19:00 - 20:00,496,0
20:00 - 21:00,360,0
21:00 - 22:00,379,0
22:00 - 23:00,260,0
23:00 - 00:00,245,0
