Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,349,0
00:15 - 00:30,265,0
00:30 - 00:45,333,0
00:45 - 01:00,307,0
01:00 - 01:15,219,0
01:15 - 01:30,269,0
01:30 - 01:45,248,0
01:45 - 02:00,194,0
02:00 - 02:15,210,0
02:15 - 02:30,237,0
02:30 - 02:45,203,0
02:45 - 03:00,204,0
03:00 - 03:15,198,0
03:15 - 03:30,190,0
03:30 - 03:45,193,0
03:45 - 04:00,195,0
04:00 - 04:15,192,0
04:15 - 04:30,209,0
04:30 - 04:45,156,0
04:45 - 05:00,190,0
05:00 - 05:15,199,0
05:15 - 05:30,233,0
05:30 - 05:45,269,0
05:45 - 06:00,308,0
06:00 - 06:15,326,0
06:15 - 06:30,284,0
06:30 - 06:45,299,0
06:45 - 07:00,250,0
07:00 - 07:15,185,0
07:15 - 07:30,169,0
07:30 - 07:45,188,0
07:45 - 08:00,141,0
08:00 - 08:15,258,0
08:15 - 08:30,157,0
08:30 - 08:45,121,0
08:45 - 09:00,130,0
09:00 - 09:15,175,0
09:15 - 09:30,130,0
09:30 - 09:45,125,0
09:45 - 10:00,58,0
10:00 - 10:15,235,0
10:15 - 10:30,210,0
10:30 - 10:45,163,0
10:45 - 11:00,156,0
11:00 - 11:15,250,0
11:15 - 11:30,262,0
11:30 - 11:45,151,0
11:45 - 12:00,159,0
12:00 - 12:15,167,0
12:15 - 12:30,189,0
12:30 - 12:45,197,0
12:45 - 13:00,224,0
13:00 - 13:15,292,0
13:15 - 13:30,282,0
13:30 - 13:45,320,0
13:45 - 14:00,234,0
14:00 - 14:15,317,0
14:15 - 14:30,333,0
14:30 - 14:45,313,0
14:45 - 15:00,379,0
15:00 - 15:15,390,0
15:15 - 15:30,418,0
15:30 - 15:45,374,0
15:45 - 16:00,386,0
16:00 - 16:15,338,0
16:15 - 16:30,424,0
16:30 - 16:45,343,0
16:45 - 17:00,327,0
17:00 - 17:15,361,0
17:15 - 17:30,481,0
17:30 - 17:45,471,0
17:45 - 18:00,421,0
18:00 - 18:15,395,0
18:15 - 18:30,409,0
18:30 - 18:45,456,0
18:45 - 19:00,375,0
19:00 - 19:15,280,0
19:15 - 19:30,313,0
19:30 - 19:45,339,0
19:45 - 20:00,280,0
20:00 - 20:15,239,0
20:15 - 20:30,240,0
20:30 - 20:45,280,0
20:45 - 21:00,292,0
21:00 - 21:15,253,0
21:15 - 21:30,264,0
21:30 - 21:45,261,0
21:45 - 22:00,221,0
22:00 - 22:15,225,0
22:15 - 22:30,209,0
22:30 - 22:45,157,0
22:45 - 23:00,194,0
23:00 - 23:15,253,0
23:15 - 23:30,227,0
23:30 - 23:45,194,0
23:45 - 00:00,270,0
