Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,424,0
01:00 - 02:00,484,0
02:00 - 03:00,486,0
03:00 - 04:00,505,0
04:00 - 05:00,395,0
05:00 - 06:00,306,0
06:00 - 07:00,320,0
07:00 - 08:00,292,0
08:00 - 09:00,279,0
09:00 - 10:00,265,0
10:00 - 11:00,229,0
11:00 - 12:00,427,0
12:00 - 13:00,566,0
13:00 - 14:00,611,0
14:00 - 15:00,743,0
15:00 - 16:00,750,0
16:00 - 17:00,759,0
17:00 - 18:00,729,0
18:00 - 19:00,543,0
19:00 - 20:00,462,0
20:00 - 21:00,375,0
21:00 - 22:00,317,0
22:00 - 23:00,340,0
23:00 - 00:00,367,0
