Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,150
01:00 - 02:00,0,286
02:00 - 03:00,0,427
03:00 - 04:00,0,434
04:00 - 05:00,0,470
05:00 - 06:00,0,473
06:00 - 07:00,0,419
07:00 - 08:00,0,297
08:00 - 09:00,0,201
09:00 - 10:00,0,240
10:00 - 11:00,0,215
11:00 - 12:00,0,383
12:00 - 13:00,0,495
13:00 - 14:00,0,577
14:00 - 15:00,0,537
15:00 - 16:00,0,548
16:00 - 17:00,0,469
17:00 - 18:00,0,416
18:00 - 19:00,0,438
19:00 - 20:00,0,367
20:00 - 21:00,0,414
21:00 - 22:00,0,467
22:00 - 23:00,0,416
23:00 - 00:00,0,250
