Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,280
01:00 - 02:00,0,427
02:00 - 03:00,0,550
03:00 - 04:00,0,545
04:00 - 05:00,0,530
05:00 - 06:00,0,522
06:00 - 07:00,0,501
07:00 - 08:00,0,255
08:00 - 09:00,0,185
09:00 - 10:00,0,203
10:00 - 11:00,0,127
11:00 - 12:00,0,52
12:00 - 13:00,0,59
13:00 - 14:00,0,61
14:00 - 15:00,0,99
15:00 - 16:00,0,96
16:00 - 17:00,0,180
17:00 - 18:00,0,98
18:00 - 19:00,0,25
19:00 - 20:00,0,60
20:00 - 21:00,0,124
21:00 - 22:00,0,183
22:00 - 23:00,0,175
23:00 - 00:00,0,239
