Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,354,0
01:00 - 02:00,387,0
02:00 - 03:00,409,0
03:00 - 04:00,436,0
04:00 - 05:00,404,0
05:00 - 06:00,412,0
06:00 - 07:00,457,0
07:00 - 08:00,438,0
08:00 - 09:00,494,0
09:00 - 10:00,545,0
10:00 - 11:00,636,0
11:00 - 12:00,731,0
12:00 - 13:00,756,0
13:00 - 14:00,705,0
14:00 - 15:00,648,0
15:00 - 16:00,680,0
16:00 - 17:00,650,0
17:00 - 18:00,671,0
18:00 - 19:00,632,0
19:00 - 20:00,596,0
20:00 - 21:00,474,0
21:00 - 22:00,311,0
22:00 - 23:00,268,0
23:00 - 00:00,348,0
