Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,174
01:00 - 02:00,0,151
02:00 - 03:00,0,179
03:00 - 04:00,0,196
04:00 - 05:00,0,225
05:00 - 06:00,0,181
06:00 - 07:00,0,167
07:00 - 08:00,0,119
08:00 - 09:00,0,166
09:00 - 10:00,0,137
10:00 - 11:00,0,139
11:00 - 12:00,0,350
12:00 - 13:00,0,379
13:00 - 14:00,0,372
14:00 - 15:00,0,363
15:00 - 16:00,0,334
16:00 - 17:00,0,255
17:00 - 18:00,0,225
18:00 - 19:00,0,357
19:00 - 20:00,0,374
20:00 - 21:00,0,206
21:00 - 22:00,0,128
22:00 - 23:00,0,193
23:00 - 00:00,0,218
