Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,29,0
01:00 - 02:00,49,0
02:00 - 03:00,138,0
03:00 - 04:00,249,0
04:00 - 05:00,270,0
05:00 - 06:00,259,0
06:00 - 07:00,276,0
07:00 - 08:00,240,0
08:00 - 09:00,290,0
09:00 - 10:00,408,0
10:00 - 11:00,378,0
11:00 - 12:00,431,0
12:00 - 13:00,483,0
13:00 - 14:00,518,0
14:00 - 15:00,551,0
15:00 - 16:00,455,0
16:00 - 17:00,344,0
17:00 - 18:00,372,0
18:00 - 19:00,224,0
19:00 - 20:00,156,0
20:00 - 21:00,65,0
21:00 - 22:00,71,0
22:00 - 23:00,51,0
23:00 - 00:00,220,0
