Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,0,346
01:00 - 02:00,0,414
02:00 - 03:00,0,353
03:00 - 04:00,0,341
04:00 - 05:00,0,300
05:00 - 06:00,0,280
06:00 - 07:00,0,214
07:00 - 08:00,0,247
08:00 - 09:00,0,338
09:00 - 10:00,0,301
10:00 - 11:00,0,269
11:00 - 12:00,0,253
12:00 - 13:00,0,189
13:00 - 14:00,0,160
14:00 - 15:00,0,235
15:00 - 16:00,0,318
16:00 - 17:00,0,365
17:00 - 18:00,0,296
18:00 - 19:00,0,64
19:00 - 20:00,0,24
20:00 - 21:00,0,50
21:00 - 22:00,0,3
22:00 - 23:00,0,80
23:00 - 00:00,0,203
