Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,0,55
00:15 - 00:30,0,53
00:30 - 00:45,0,42
00:45 - 01:00,0,46
01:00 - 01:15,0,52
01:15 - 01:30,0,44
01:30 - 01:45,0,41
01:45 - 02:00,0,47
02:00 - 02:15,0,58
02:15 - 02:30,0,57
02:30 - 02:45,0,57
02:45 - 03:00,0,56
03:00 - 03:15,0,50
03:15 - 03:30,0,54
03:30 - 03:45,0,56
03:45 - 04:00,0,55
04:00 - 04:15,0,54
04:15 - 04:30,0,49
04:30 - 04:45,0,46
04:45 - 05:00,0,52
05:00 - 05:15,0,58
05:15 - 05:30,0,61
05:30 - 05:45,0,63
05:45 - 06:00,0,56
06:00 - 06:15,0,50
06:15 - 06:30,0,43
06:30 - 06:45,0,40
06:45 - 07:00,0,44
07:00 - 07:15,0,40
07:15 - 07:30,0,45
07:30 - 07:45,0,47
07:45 - 08:00,0,45
08:00 - 08:15,0,43
08:15 - 08:30,0,40
08:30 - 08:45,0,37
08:45 - 09:00,0,43
09:00 - 09:15,0,64
09:15 - 09:30,0,71
09:30 - 09:45,0,65
09:45 - 10:00,0,57
10:00 - 10:15,0,67
10:15 - 10:30,0,67
10:30 - 10:45,0,69
10:45 - 11:00,0,65
11:00 - 11:15,0,72
11:15 - 11:30,0,75
11:30 - 11:45,0,68
11:45 - 12:00,0,73
12:00 - 12:15,0,86
12:15 - 12:30,0,88
12:30 - 12:45,0,86
12:45 - 13:00,0,88
13:00 - 13:15,0,90
13:15 - 13:30,0,89
13:30 - 13:45,0,86
13:45 - 14:00,0,86
14:00 - 14:15,0,91
14:15 - 14:30,0,89
14:30 - 14:45,0,93
14:45 - 15:00,0,91
15:00 - 15:15,0,85
15:15 - 15:30,0,92
15:30 - 15:45,0,101
15:45 - 16:00,0,98
16:00 - 16:15,0,101
16:15 - 16:30,0,105
16:30 - 16:45,0,105
16:45 - 17:00,0,105
17:00 - 17:15,0,78
17:15 - 17:30,0,85
17:30 - 17:45,0,86
17:45 - 18:00,0,86
18:00 - 18:15,0,70
18:15 - 18:30,0,65
18:30 - 18:45,0,66
18:45 - 19:00,0,69
19:00 - 19:15,0,54
19:15 - 19:30,0,43
19:30 - 19:45,0,47
19:45 - 20:00,0,47
20:00 - 20:15,0,31
20:15 - 20:30,0,13
20:30 - 20:45,0,16
20:45 - 21:00,0,16
21:00 - 21:15,0,16
21:15 - 21:30,0,22
21:30 - 21:45,0,23
21:45 - 22:00,0,21
22:00 - 22:15,0,18
22:15 - 22:30,0,19
22:30 - 22:45,0,16
22:45 - 23:00,0,16
23:00 - 23:15,0,16
23:15 - 23:30,0,22
23:30 - 23:45,0,10
23:45 - 00:00,0,5
