Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,460,0
01:00 - 02:00,450,0
02:00 - 03:00,538,0
03:00 - 04:00,523,0
04:00 - 05:00,516,0
05:00 - 06:00,502,0
06:00 - 07:00,480,0
07:00 - 08:00,435,0
08:00 - 09:00,382,0
09:00 - 10:00,331,0
10:00 - 11:00,302,0
11:00 - 12:00,260,0
12:00 - 13:00,288,0
13:00 - 14:00,374,0
14:00 - 15:00,400,0
15:00 - 16:00,439,0
16:00 - 17:00,505,0
17:00 - 18:00,551,0
18:00 - 19:00,538,0
19:00 - 20:00,582,0
20:00 - 21:00,569,0
21:00 - 22:00,576,0
22:00 - 23:00,710,0
23:00 - 00:00,705,0
