Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,297,0
01:00 - 02:00,278,0
02:00 - 03:00,235,0
03:00 - 04:00,207,0
04:00 - 05:00,235,0
05:00 - 06:00,290,0
06:00 - 07:00,359,0
07:00 - 08:00,644,0
08:00 - 09:00,388,0
09:00 - 10:00,250,0
10:00 - 11:00,36,0
11:00 - 12:00,279,0
12:00 - 13:00,322,0
13:00 - 14:00,331,0
14:00 - 15:00,382,0
15:00 - 16:00,387,0
16:00 - 17:00,596,0
17:00 - 18:00,693,0
18:00 - 19:00,787,0
19:00 - 20:00,699,0
20:00 - 21:00,502,0
21:00 - 22:00,336,0
22:00 - 23:00,414,0
23:00 - 00:00,108,0
