Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,312
01:00 - 02:00,0,303
02:00 - 03:00,0,332
03:00 - 04:00,0,329
04:00 - 05:00,0,322
05:00 - 06:00,0,299
06:00 - 07:00,0,303
07:00 - 08:00,0,221
08:00 - 09:00,0,159
09:00 - 10:00,0,59
10:00 - 11:00,0,21
11:00 - 12:00,0,16
12:00 - 13:00,0,106
13:00 - 14:00,0,167
14:00 - 15:00,0,219
15:00 - 16:00,0,259
16:00 - 17:00,0,354
17:00 - 18:00,0,502
18:00 - 19:00,0,343
19:00 - 20:00,0,208
20:00 - 21:00,0,173
21:00 - 22:00,0,214
22:00 - 23:00,0,256
23:00 - 00:00,0,309
