Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,3,0
00:15 - 00:30,9,0
00:30 - 00:45,10,0
00:45 - 01:00,4,0
01:00 - 01:15,0,13
01:15 - 01:30,0,11
01:30 - 01:45,0,13
01:45 - 02:00,0,13
02:00 - 02:15,0,16
02:15 - 02:30,0,17
02:30 - 02:45,0,14
02:45 - 03:00,0,17
03:00 - 03:15,0,24
03:15 - 03:30,0,24
03:30 - 03:45,0,30
03:45 - 04:00,0,29
04:00 - 04:15,0,31
04:15 - 04:30,0,30
04:30 - 04:45,0,31
04:45 - 05:00,0,31
05:00 - 05:15,0,37
05:15 - 05:30,0,40
05:30 - 05:45,0,41
05:45 - 06:00,0,45
06:00 - 06:15,0,41
06:15 - 06:30,0,45
06:30 - 06:45,0,48
06:45 - 07:00,0,46
07:00 - 07:15,0,23
07:15 - 07:30,0,20
07:30 - 07:45,0,6
07:45 - 08:00,0,5
08:00 - 08:15,0,0
08:15 - 08:30,0,5
08:30 - 08:45,0,23
08:45 - 09:00,0,24
09:00 - 09:15,0,30
09:15 - 09:30,0,35
09:30 - 09:45,0,27
09:45 - 10:00,0,27
10:00 - 10:15,0,37
10:15 - 10:30,0,44
10:30 - 10:45,0,42
10:45 - 11:00,0,46
11:00 - 11:15,0,65
11:15 - 11:30,0,57
11:30 - 11:45,0,52
11:45 - 12:00,0,45
12:00 - 12:15,0,54
12:15 - 12:30,0,64
12:30 - 12:45,0,64
12:45 - 13:00,0,61
13:00 - 13:15,0,69
13:15 - 13:30,0,72
13:30 - 13:45,0,72
13:45 - 14:00,0,68
14:00 - 14:15,0,71
14:15 - 14:30,0,78
14:30 - 14:45,0,75
14:45 - 15:00,0,82
15:00 - 15:15,0,78
15:15 - 15:30,0,87
15:30 - 15:45,0,89
15:45 - 16:00,0,87
16:00 - 16:15,0,86
16:15 - 16:30,0,97
16:30 - 16:45,0,100
16:45 - 17:00,0,104
17:00 - 17:15,0,105
17:15 - 17:30,0,110
17:30 - 17:45,0,113
17:45 - 18:00,0,114
18:00 - 18:15,0,78
18:15 - 18:30,0,73
18:30 - 18:45,0,76
18:45 - 19:00,0,77
19:00 - 19:15,0,79
19:15 - 19:30,0,78
19:30 - 19:45,0,77
19:45 - 20:00,0,66
20:00 - 20:15,0,59
20:15 - 20:30,0,58
20:30 - 20:45,0,61
20:45 - 21:00,0,55
21:00 - 21:15,0,40
21:15 - 21:30,0,39
21:30 - 21:45,0,39
21:45 - 22:00,0,35
22:00 - 22:15,0,36
22:15 - 22:30,0,32
22:30 - 22:45,0,31
22:45 - 23:00,0,30
23:00 - 23:15,0,32
23:15 - 23:30,0,28
23:30 - 23:45,0,21
23:45 - 00:00,0,25
