Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,104,0
01:00 - 02:00,61,0
02:00 - 03:00,107,0
03:00 - 04:00,12,0
04:00 - 05:00,0,11
05:00 - 06:00,50,0
06:00 - 07:00,65,0
07:00 - 08:00,0,102
08:00 - 09:00,0,268
09:00 - 10:00,0,462
10:00 - 11:00,0,585
11:00 - 12:00,0,499
12:00 - 13:00,0,567
13:00 - 14:00,0,450
14:00 - 15:00,0,465
15:00 - 16:00,0,386
16:00 - 17:00,0,327
17:00 - 18:00,0,213
18:00 - 19:00,0,31
19:00 - 20:00,0,31
20:00 - 21:00,72,0
21:00 - 22:00,53,0
22:00 - 23:00,0,120
23:00 - 00:00,0,234
