Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,122,0
01:00 - 02:00,193,0
02:00 - 03:00,167,0
03:00 - 04:00,158,0
04:00 - 05:00,150,0
05:00 - 06:00,168,0
06:00 - 07:00,237,0
07:00 - 08:00,207,0
08:00 - 09:00,252,0
09:00 - 10:00,209,0
10:00 - 11:00,290,0
11:00 - 12:00,382,0
12:00 - 13:00,475,0
13:00 - 14:00,657,0
14:00 - 15:00,668,0
15:00 - 16:00,571,0
16:00 - 17:00,516,0
17:00 - 18:00,503,0
18:00 - 19:00,399,0
19:00 - 20:00,289,0
20:00 - 21:00,273,0
21:00 - 22:00,311,0
22:00 - 23:00,279,0
23:00 - 00:00,267,0
