Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,156,0
00:15 - 00:30,61,0
00:30 - 00:45,46,0
00:45 - 01:00,78,0
01:00 - 01:15,0,0
01:15 - 01:30,63,0
01:30 - 01:45,76,0
01:45 - 02:00,36,0
02:00 - 02:15,53,0
02:15 - 02:30,74,0
02:30 - 02:45,54,0
02:45 - 03:00,0,6
03:00 - 03:15,57,0
03:15 - 03:30,53,0
03:30 - 03:45,56,0
03:45 - 04:00,47,0
04:00 - 04:15,99,0
04:15 - 04:30,103,0
04:30 - 04:45,77,0
04:45 - 05:00,99,0
05:00 - 05:15,110,0
05:15 - 05:30,107,0
05:30 - 05:45,104,0
05:45 - 06:00,86,0
06:00 - 06:15,137,0
06:15 - 06:30,107,0
06:30 - 06:45,116,0
06:45 - 07:00,74,0
07:00 - 07:15,0,0
07:15 - 07:30,0,33
07:30 - 07:45,51,0
07:45 - 08:00,41,0
08:00 - 08:15,166,0
08:15 - 08:30,103,0
08:30 - 08:45,115,0
08:45 - 09:00,0,80
09:00 - 09:15,41,0
09:15 - 09:30,102,0
09:30 - 09:45,24,0
09:45 - 10:00,74,0
10:00 - 10:15,118,0
10:15 - 10:30,123,0
10:30 - 10:45,72,0
10:45 - 11:00,153,0
11:00 - 11:15,278,0
11:15 - 11:30,199,0
11:30 - 11:45,186,0
11:45 - 12:00,224,0
12:00 - 12:15,271,0
12:15 - 12:30,269,0
12:30 - 12:45,313,0
12:45 - 13:00,347,0
13:00 - 13:15,374,0
13:15 - 13:30,382,0
13:30 - 13:45,367,0
13:45 - 14:00,366,0
14:00 - 14:15,380,0
14:15 - 14:30,348,0
14:30 - 14:45,376,0
14:45 - 15:00,365,0
15:00 - 15:15,328,0
15:15 - 15:30,339,0
15:30 - 15:45,285,0
15:45 - 16:00,252,0
16:00 - 16:15,255,0
16:15 - 16:30,272,0
16:30 - 16:45,272,0
16:45 - 17:00,252,0
17:00 - 17:15,255,0
17:15 - 17:30,238,0
17:30 - 17:45,267,0
17:45 - 18:00,301,0
18:00 - 18:15,172,0
18:15 - 18:30,172,0
18:30 - 18:45,213,0
18:45 - 19:00,176,0
19:00 - 19:15,32,0
19:15 - 19:30,74,0
19:30 - 19:45,91,0
19:45 - 20:00,92,0
20:00 - 20:15,79,0
20:15 - 20:30,75,0
20:30 - 20:45,56,0
20:45 - 21:00,110,0
21:00 - 21:15,32,0
21:15 - 21:30,74,0
21:30 - 21:45,46,0
21:45 - 22:00,25,0
22:00 - 22:15,15,0
22:15 - 22:30,8,0
22:30 - 22:45,0,23
22:45 - 23:00,0,76
23:00 - 23:15,0,0
23:15 - 23:30,0,26
23:30 - 23:45,0,9
23:45 - 00:00,0,54
