Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,19
01:00 - 02:00,0,84
02:00 - 03:00,0,93
03:00 - 04:00,0,68
04:00 - 05:00,0,43
05:00 - 06:00,0,4
06:00 - 07:00,0,27
07:00 - 08:00,58,0
08:00 - 09:00,97,0
09:00 - 10:00,95,0
10:00 - 11:00,37,0
11:00 - 12:00,0,47
12:00 - 13:00,0,50
13:00 - 14:00,0,50
14:00 - 15:00,0,0
15:00 - 16:00,26,0
16:00 - 17:00,0,18
17:00 - 18:00,0,32
18:00 - 19:00,15,0
19:00 - 20:00,73,0
20:00 - 21:00,70,0
21:00 - 22:00,15,0
22:00 - 23:00,0,31
23:00 - 00:00,0,133
