Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,0,11
01:00 - 02:00,15,0
02:00 - 03:00,29,0
03:00 - 04:00,0,28
04:00 - 05:00,0,57
05:00 - 06:00,0,107
06:00 - 07:00,0,63
07:00 - 08:00,0,167
08:00 - 09:00,0,261
09:00 - 10:00,0,348
10:00 - 11:00,0,366
11:00 - 12:00,0,303
12:00 - 13:00,0,342
13:00 - 14:00,0,369
14:00 - 15:00,0,431
15:00 - 16:00,0,443
16:00 - 17:00,0,339
17:00 - 18:00,0,246
18:00 - 19:00,0,102
19:00 - 20:00,60,0
20:00 - 21:00,185,0
21:00 - 22:00,269,0
22:00 - 23:00,183,0
23:00 - 00:00,23,0
