Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,56,0
00:15 - 00:30,57,0
00:30 - 00:45,12,0
00:45 - 01:00,0,20
01:00 - 01:15,39,0
01:15 - 01:30,5,0
01:30 - 01:45,62,0
01:45 - 02:00,51,0
02:00 - 02:15,32,0
02:15 - 02:30,27,0
02:30 - 02:45,18,0
02:45 - 03:00,25,0
03:00 - 03:15,32,0
03:15 - 03:30,31,0
03:30 - 03:45,0,4
03:45 - 04:00,38,0
04:00 - 04:15,20,0
04:15 - 04:30,33,0
04:30 - 04:45,15,0
04:45 - 05:00,0,14
05:00 - 05:15,28,0
05:15 - 05:30,31,0
05:30 - 05:45,0,0
05:45 - 06:00,0,27
06:00 - 06:15,0,7
06:15 - 06:30,33,0
06:30 - 06:45,25,0
06:45 - 07:00,53,0
07:00 - 07:15,27,0
07:15 - 07:30,37,0
07:30 - 07:45,50,0
07:45 - 08:00,37,0
08:00 - 08:15,34,0
08:15 - 08:30,8,0
08:30 - 08:45,33,0
08:45 - 09:00,21,0
09:00 - 09:15,45,0
09:15 - 09:30,21,0
09:30 - 09:45,49,0
09:45 - 10:00,0,0
10:00 - 10:15,50,0
10:15 - 10:30,3,0
10:30 - 10:45,76,0
10:45 - 11:00,61,0
11:00 - 11:15,63,0
11:15 - 11:30,52,0
11:30 - 11:45,59,0
11:45 - 12:00,49,0
12:00 - 12:15,65,0
12:15 - 12:30,88,0
12:30 - 12:45,75,0
12:45 - 13:00,51,0
13:00 - 13:15,68,0
13:15 - 13:30,40,0
13:30 - 13:45,111,0
13:45 - 14:00,31,0
14:00 - 14:15,52,0
14:15 - 14:30,10,0
14:30 - 14:45,87,0
14:45 - 15:00,69,0
15:00 - 15:15,95,0
15:15 - 15:30,121,0
15:30 - 15:45,56,0
15:45 - 16:00,204,0
16:00 - 16:15,196,0
16:15 - 16:30,269,0
16:30 - 16:45,236,0
16:45 - 17:00,276,0
17:00 - 17:15,273,0
17:15 - 17:30,298,0
17:30 - 17:45,311,0
17:45 - 18:00,237,0
18:00 - 18:15,156,0
18:15 - 18:30,195,0
18:30 - 18:45,221,0
18:45 - 19:00,208,0
19:00 - 19:15,140,0
19:15 - 19:30,151,0
19:30 - 19:45,129,0
19:45 - 20:00,147,0
20:00 - 20:15,97,0
20:15 - 20:30,97,0
20:30 - 20:45,113,0
20:45 - 21:00,90,0
21:00 - 21:15,32,0
21:15 - 21:30,51,0
21:30 - 21:45,79,0
21:45 - 22:00,79,0
22:00 - 22:15,24,0
22:15 - 22:30,31,0
22:30 - 22:45,46,0
22:45 - 23:00,0,33
23:00 - 23:15,23,0
23:15 - 23:30,32,0
23:30 - 23:45,44,0
23:45 - 00:00,0,0
