Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,167,0
00:15 - 00:30,131,0
00:30 - 00:45,148,0
00:45 - 01:00,169,0
01:00 - 01:15,138,0
01:15 - 01:30,173,0
01:30 - 01:45,119,0
01:45 - 02:00,139,0
02:00 - 02:15,170,0
02:15 - 02:30,181,0
02:30 - 02:45,146,0
02:45 - 03:00,154,0
03:00 - 03:15,115,0
03:15 - 03:30,85,0
03:30 - 03:45,158,0
03:45 - 04:00,148,0
04:00 - 04:15,176,0
04:15 - 04:30,195,0
04:30 - 04:45,207,0
04:45 - 05:00,225,0
05:00 - 05:15,226,0
05:15 - 05:30,174,0
05:30 - 05:45,207,0
05:45 - 06:00,127,0
06:00 - 06:15,207,0
06:15 - 06:30,202,0
06:30 - 06:45,224,0
06:45 - 07:00,181,0
07:00 - 07:15,190,0
07:15 - 07:30,140,0
07:30 - 07:45,179,0
07:45 - 08:00,119,0
08:00 - 08:15,206,0
08:15 - 08:30,187,0
08:30 - 08:45,131,0
08:45 - 09:00,123,0
09:00 - 09:15,203,0
09:15 - 09:30,165,0
09:30 - 09:45,157,0
09:45 - 10:00,187,0
10:00 - 10:15,248,0
10:15 - 10:30,204,0
10:30 - 10:45,170,0
10:45 - 11:00,222,0
11:00 - 11:15,171,0
11:15 - 11:30,166,0
11:30 - 11:45,204,0
11:45 - 12:00,151,0
12:00 - 12:15,113,0
12:15 - 12:30,101,0
12:30 - 12:45,132,0
12:45 - 13:00,173,0
13:00 - 13:15,223,0
13:15 - 13:30,193,0
13:30 - 13:45,177,0
13:45 - 14:00,238,0
14:00 - 14:15,248,0
14:15 - 14:30,289,0
14:30 - 14:45,214,0
14:45 - 15:00,240,0
15:00 - 15:15,296,0
15:15 - 15:30,292,0
15:30 - 15:45,299,0
15:45 - 16:00,266,0
16:00 - 16:15,285,0
16:15 - 16:30,312,0
16:30 - 16:45,304,0
16:45 - 17:00,257,0
17:00 - 17:15,338,0
17:15 - 17:30,312,0
17:30 - 17:45,379,0
17:45 - 18:00,290,0
18:00 - 18:15,316,0
18:15 - 18:30,351,0
18:30 - 18:45,286,0
18:45 - 19:00,286,0
19:00 - 19:15,223,0
19:15 - 19:30,214,0
19:30 - 19:45,219,0
19:45 - 20:00,168,0
20:00 - 20:15,65,0
20:15 - 20:30,81,0
20:30 - 20:45,68,0
20:45 - 21:00,65,0
21:00 - 21:15,67,0
21:15 - 21:30,85,0
21:30 - 21:45,75,0
21:45 - 22:00,61,0
22:00 - 22:15,129,0
22:15 - 22:30,67,0
22:30 - 22:45,45,0
22:45 - 23:00,48,0
23:00 - 23:15,111,0
23:15 - 23:30,77,0
23:30 - 23:45,41,0
23:45 - 00:00,77,0
