Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,193,0
00:15 - 00:30,139,0
00:30 - 00:45,167,0
00:45 - 01:00,116,0
01:00 - 01:15,141,0
01:15 - 01:30,103,0
01:30 - 01:45,102,0
01:45 - 02:00,106,0
02:00 - 02:15,177,0
02:15 - 02:30,80,0
02:30 - 02:45,62,0
02:45 - 03:00,82,0
03:00 - 03:15,63,0
03:15 - 03:30,20,0
03:30 - 03:45,58,0
03:45 - 04:00,49,0
04:00 - 04:15,17,0
04:15 - 04:30,44,0
04:30 - 04:45,0,15
04:45 - 05:00,0,5
05:00 - 05:15,26,0
05:15 - 05:30,31,0
05:30 - 05:45,47,0
05:45 - 06:00,61,0
06:00 - 06:15,73,0
06:15 - 06:30,111,0
06:30 - 06:45,134,0
06:45 - 07:00,100,0
07:00 - 07:15,125,0
07:15 - 07:30,135,0
07:30 - 07:45,134,0
07:45 - 08:00,117,0
08:00 - 08:15,161,0
08:15 - 08:30,125,0
08:30 - 08:45,111,0
08:45 - 09:00,39,0
09:00 - 09:15,50,0
09:15 - 09:30,86,0
09:30 - 09:45,98,0
09:45 - 10:00,93,0
10:00 - 10:15,202,0
10:15 - 10:30,204,0
10:30 - 10:45,153,0
10:45 - 11:00,93,0
11:00 - 11:15,128,0
11:15 - 11:30,98,0
11:30 - 11:45,197,0
11:45 - 12:00,138,0
12:00 - 12:15,175,0
12:15 - 12:30,111,0
12:30 - 12:45,118,0
12:45 - 13:00,105,0
13:00 - 13:15,121,0
13:15 - 13:30,171,0
13:30 - 13:45,159,0
13:45 - 14:00,59,0
14:00 - 14:15,179,0
14:15 - 14:30,197,0
14:30 - 14:45,162,0
14:45 - 15:00,201,0
15:00 - 15:15,135,0
15:15 - 15:30,150,0
15:30 - 15:45,166,0
15:45 - 16:00,171,0
16:00 - 16:15,176,0
16:15 - 16:30,235,0
16:30 - 16:45,271,0
16:45 - 17:00,180,0
17:00 - 17:15,177,0
17:15 - 17:30,171,0
17:30 - 17:45,148,0
17:45 - 18:00,134,0
18:00 - 18:15,161,0
18:15 - 18:30,156,0
18:30 - 18:45,222,0
18:45 - 19:00,175,0
19:00 - 19:15,106,0
19:15 - 19:30,132,0
19:30 - 19:45,153,0
19:45 - 20:00,139,0
20:00 - 20:15,92,0
20:15 - 20:30,132,0
20:30 - 20:45,130,0
20:45 - 21:00,125,0
21:00 - 21:15,106,0
21:15 - 21:30,104,0
21:30 - 21:45,122,0
21:45 - 22:00,76,0
22:00 - 22:15,103,0
22:15 - 22:30,109,0
22:30 - 22:45,105,0
22:45 - 23:00,46,0
23:00 - 23:15,177,0
23:15 - 23:30,157,0
23:30 - 23:45,145,0
23:45 - 00:00,131,0
