Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,468,0
01:00 - 02:00,445,0
02:00 - 03:00,486,0
03:00 - 04:00,525,0
04:00 - 05:00,521,0
05:00 - 06:00,496,0
06:00 - 07:00,508,0
07:00 - 08:00,409,0
08:00 - 09:00,413,0
09:00 - 10:00,514,0
10:00 - 11:00,520,0
11:00 - 12:00,520,0
12:00 - 13:00,545,0
13:00 - 14:00,628,0
14:00 - 15:00,610,0
15:00 - 16:00,648,0
16:00 - 17:00,659,0
17:00 - 18:00,544,0
18:00 - 19:00,477,0
19:00 - 20:00,323,0
20:00 - 21:00,237,0
21:00 - 22:00,248,0
22:00 - 23:00,276,0
23:00 - 00:00,269,0
