Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,307,0
01:00 - 02:00,412,0
02:00 - 03:00,485,0
03:00 - 04:00,546,0
04:00 - 05:00,572,0
05:00 - 06:00,557,0
06:00 - 07:00,579,0
07:00 - 08:00,323,0
08:00 - 09:00,371,0
09:00 - 10:00,279,0
10:00 - 11:00,267,0
11:00 - 12:00,243,0
12:00 - 13:00,223,0
13:00 - 14:00,285,0
14:00 - 15:00,371,0
15:00 - 16:00,400,0
16:00 - 17:00,494,0
17:00 - 18:00,505,0
18:00 - 19:00,486,0
19:00 - 20:00,270,0
20:00 - 21:00,170,0
21:00 - 22:00,273,0
22:00 - 23:00,126,0
23:00 - 00:00,31,0
