Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,42
01:00 - 02:00,0,38
02:00 - 03:00,0,74
03:00 - 04:00,0,67
04:00 - 05:00,0,52
05:00 - 06:00,0,73
06:00 - 07:00,0,114
07:00 - 08:00,75,0
08:00 - 09:00,123,0
09:00 - 10:00,149,0
10:00 - 11:00,121,0
11:00 - 12:00,65,0
12:00 - 13:00,120,0
13:00 - 14:00,101,0
14:00 - 15:00,149,0
15:00 - 16:00,130,0
16:00 - 17:00,158,0
17:00 - 18:00,100,0
18:00 - 19:00,97,0
19:00 - 20:00,27,0
20:00 - 21:00,12,0
21:00 - 22:00,28,0
22:00 - 23:00,0,2
23:00 - 00:00,0,32
