Time_Time,Romania (RO)  > Ukraine (UA)_[MW],Ukraine (UA)  > Romania (RO)_[MW]
00:00 - 01:00,0,115
01:00 - 02:00,0,158
02:00 - 03:00,0,187
03:00 - 04:00,0,170
04:00 - 05:00,0,189
05:00 - 06:00,0,227
06:00 - 07:00,0,256
07:00 - 08:00,0,245
08:00 - 09:00,0,288
09:00 - 10:00,0,314
10:00 - 11:00,0,351
11:00 - 12:00,0,443
12:00 - 13:00,0,430
13:00 - 14:00,0,411
14:00 - 15:00,0,363
15:00 - 16:00,0,321
16:00 - 17:00,0,361
17:00 - 18:00,0,310
18:00 - 19:00,0,302
19:00 - 20:00,0,237
20:00 - 21:00,0,170
21:00 - 22:00,0,192
22:00 - 23:00,0,225
23:00 - 00:00,0,187
