Time_Time,Poland (PL)  > Ukraine (UA)_[MW],Ukraine (UA)  > Poland (PL)_[MW]
00:00 - 00:15,261,0
00:15 - 00:30,201,0
00:30 - 00:45,200,0
00:45 - 01:00,221,0
01:00 - 01:15,211,0
01:15 - 01:30,160,0
01:30 - 01:45,176,0
01:45 - 02:00,160,0
02:00 - 02:15,224,0
02:15 - 02:30,171,0
02:30 - 02:45,155,0
02:45 - 03:00,176,0
03:00 - 03:15,166,0
03:15 - 03:30,136,0
03:30 - 03:45,162,0
03:45 - 04:00,169,0
04:00 - 04:15,185,0
04:15 - 04:30,205,0
04:30 - 04:45,154,0
04:45 - 05:00,131,0
05:00 - 05:15,198,0
05:15 - 05:30,162,0
05:30 - 05:45,166,0
05:45 - 06:00,199,0
06:00 - 06:15,138,0
06:15 - 06:30,149,0
06:30 - 06:45,156,0
06:45 - 07:00,197,0
07:00 - 07:15,206,0
07:15 - 07:30,204,0
07:30 - 07:45,161,0
07:45 - 08:00,231,0
08:00 - 08:15,219,0
08:15 - 08:30,247,0
08:30 - 08:45,271,0
08:45 - 09:00,199,0
09:00 - 09:15,214,0
09:15 - 09:30,173,0
09:30 - 09:45,166,0
09:45 - 10:00,73,0
10:00 - 10:15,121,0
10:15 - 10:30,136,0
10:30 - 10:45,120,0
10:45 - 11:00,35,0
11:00 - 11:15,96,0
11:15 - 11:30,127,0
11:30 - 11:45,87,0
11:45 - 12:00,97,0
12:00 - 12:15,75,0
12:15 - 12:30,96,0
12:30 - 12:45,95,0
12:45 - 13:00,77,0
13:00 - 13:15,103,0
13:15 - 13:30,144,0
13:30 - 13:45,125,0
13:45 - 14:00,107,0
14:00 - 14:15,118,0
14:15 - 14:30,138,0
14:30 - 14:45,134,0
14:45 - 15:00,218,0
15:00 - 15:15,189,0
15:15 - 15:30,216,0
15:30 - 15:45,164,0
15:45 - 16:00,181,0
16:00 - 16:15,201,0
16:15 - 16:30,193,0
16:30 - 16:45,230,0
16:45 - 17:00,147,0
17:00 - 17:15,203,0
17:15 - 17:30,223,0
17:30 - 17:45,214,0
17:45 - 18:00,103,0
18:00 - 18:15,106,0
18:15 - 18:30,94,0
18:30 - 18:45,15,0
18:45 - 19:00,42,0
19:00 - 19:15,78,0
19:15 - 19:30,103,0
19:30 - 19:45,129,0
19:45 - 20:00,170,0
20:00 - 20:15,171,0
20:15 - 20:30,122,0
20:30 - 20:45,116,0
20:45 - 21:00,134,0
21:00 - 21:15,141,0
21:15 - 21:30,171,0
21:30 - 21:45,164,0
21:45 - 22:00,170,0
22:00 - 22:15,211,0
22:15 - 22:30,173,0
22:30 - 22:45,215,0
22:45 - 23:00,233,0
23:00 - 23:15,227,0
23:15 - 23:30,188,0
23:30 - 23:45,190,0
23:45 - 00:00,164,0
