Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,0,215
01:00 - 02:00,0,146
02:00 - 03:00,0,72
03:00 - 04:00,0,75
04:00 - 05:00,0,70
05:00 - 06:00,0,54
06:00 - 07:00,0,69
07:00 - 08:00,0,45
08:00 - 09:00,67,0
09:00 - 10:00,163,0
10:00 - 11:00,128,0
11:00 - 12:00,55,0
12:00 - 13:00,57,0
13:00 - 14:00,102,0
14:00 - 15:00,144,0
15:00 - 16:00,195,0
16:00 - 17:00,87,0
17:00 - 18:00,0,33
18:00 - 19:00,0,72
19:00 - 20:00,0,141
20:00 - 21:00,0,182
21:00 - 22:00,0,221
22:00 - 23:00,0,111
23:00 - 00:00,0,158
