Time_Time,Hungary (HU)  > Ukraine (UA)_[MW],Ukraine (UA)  > Hungary (HU)_[MW]
00:00 - 01:00,66,0
01:00 - 02:00,174,0
02:00 - 03:00,238,0
03:00 - 04:00,255,0
04:00 - 05:00,295,0
05:00 - 06:00,261,0
06:00 - 07:00,207,0
07:00 - 08:00,111,0
08:00 - 09:00,0,18
09:00 - 10:00,115,0
10:00 - 11:00,213,0
11:00 - 12:00,333,0
12:00 - 13:00,302,0
13:00 - 14:00,273,0
14:00 - 15:00,340,0
15:00 - 16:00,360,0
16:00 - 17:00,368,0
17:00 - 18:00,754,0
18:00 - 19:00,692,0
19:00 - 20:00,358,0
20:00 - 21:00,40,0
21:00 - 22:00,0,177
22:00 - 23:00,0,348
23:00 - 00:00,0,370
