Time_Time,Slovakia (SK)  > Ukraine (UA)_[MW],Ukraine (UA)  > Slovakia (SK)_[MW]
00:00 - 01:00,476,0
01:00 - 02:00,424,0
02:00 - 03:00,468,0
03:00 - 04:00,460,0
04:00 - 05:00,479,0
05:00 - 06:00,454,0
06:00 - 07:00,485,0
07:00 - 08:00,422,0
08:00 - 09:00,193,0
09:00 - 10:00,72,0
10:00 - 11:00,36,0
11:00 - 12:00,0,12
12:00 - 13:00,0,130
13:00 - 14:00,0,187
14:00 - 15:00,0,179
15:00 - 16:00,0,95
16:00 - 17:00,61,0
17:00 - 18:00,420,0
18:00 - 19:00,558,0
19:00 - 20:00,413,0
20:00 - 21:00,253,0
21:00 - 22:00,125,0
22:00 - 23:00,35,0
23:00 - 00:00,0,38
